Data,Tipo,Valor,Descrição,Status,Categoria,Conta,Recorrente,Tipo_Recorrência,Limite_Recorrência,Data_Criação,Data_Atualização
"18/03/2026","EXPENSE","R$ 66,90","Compra no débito|Disney Plus","PAID","Assinaturas m","CC - NUBANK","Não","","","19/03/2026 15:51","19/03/2026 15:51"
"18/03/2026","EXPENSE","R$ 68,03","Compra no débito|HNT LOJA - A031 - ABEL","PAID","Compras Geral","CC - NUBANK","Não","","","19/03/2026 15:51","19/03/2026 15:51"
"18/03/2026","EXPENSE","R$ 27,50","Compra no débito|BARRA SHOPPING","PAID","Pedágio / Estacionamento","CC - NUBANK","Não","","","19/03/2026 15:51","19/03/2026 15:51"
"18/03/2026","EXPENSE","R$ 27,80","Compra no débito|PORTO DO SABOR BARRA S","PAID","Restaurante / Ifood","CC - NUBANK","Não","","","19/03/2026 15:51","19/03/2026 15:51"
"18/03/2026","EXPENSE","R$ 19,90","Compra no débito|AmazonPrimeBR AMZN Pri","PAID","Assinaturas m","CC - NUBANK","Não","","","19/03/2026 15:51","19/03/2026 15:51"
"18/03/2026","EXPENSE","R$ 31,80","Compra no débito|MIKRO MARKET","PAID","Alimentação","CC - NUBANK","Não","","","19/03/2026 15:51","19/03/2026 15:51"
"18/03/2026","EXPENSE","R$ 6,50","Compra no débito|CONTAR NEGOCIACOES","PAID","Pedágio / Estacionamento","CC - NUBANK","Não","","","19/03/2026 15:51","19/03/2026 15:51"
"18/03/2026","EXPENSE","R$ 4,50","Compra no débito|CONTAR NEGOCIACOES","PAID","Pedágio / Estacionamento","CC - NUBANK","Não","","","19/03/2026 15:51","19/03/2026 15:51"
"17/03/2026","EXPENSE","R$ 340,00","PIX ENVIADO   Rvm Servicos de Saude Ltd","PAID","Saúde Geral","Banco Santander","Não","","","19/03/2026 14:55","19/03/2026 14:55"
"17/03/2026","EXPENSE","R$ 294,09","PIX QRS AUTO POSTO 17/03","PAID","Combustível","CC - ITAU","Não","","","19/03/2026 15:27","25/03/2026 21:01"
"17/03/2026","EXPENSE","R$ 8,95","Compra no débito|CONCESSIONARIA VIARIO","PAID","Pedágio / Estacionamento","CC - NUBANK","Não","","","19/03/2026 15:51","19/03/2026 15:51"
"17/03/2026","EXPENSE","R$ 70,00","Transferência enviada|Michelle de Souza Buiati","PAID","Alimentação","CC - NUBANK","Não","","","19/03/2026 15:51","25/03/2026 21:01"
"17/03/2026","EXPENSE","R$ 4,00","Compra no débito|MP *MARCUS1994","PAID","Pedágio / Estacionamento","CC - NUBANK","Não","","","19/03/2026 15:51","19/03/2026 15:51"
"17/03/2026","EXPENSE","R$ 8,95","Compra no débito|CONCESSIONARIA VIARIO","PAID","Pedágio / Estacionamento","CC - NUBANK","Não","","","19/03/2026 15:51","19/03/2026 15:51"
"16/03/2026","EXPENSE","R$ 60,00","PIX ENVIADO   Raynara da Conceicao Ferr","PAID","Lazer Geral","Banco Santander","Não","","","17/03/2026 11:17","25/03/2026 21:02"
"16/03/2026","EXPENSE","R$ 600,00","PIX ENVIADO   Thayna Machado Carlos Bal","PAID","Empregados / Funcionários","Banco Santander","Não","","","17/03/2026 11:17","25/03/2026 21:02"
"16/03/2026","INCOME","R$ 300,00","PIX RECEBIDO   OTAVIO AUGUSTO CAPUCHO AL","PAID","Váriável (Consultório / Laudos )","Banco Santander","Não","","","17/03/2026 11:17","17/03/2026 11:17"
"16/03/2026","EXPENSE","R$ 28,05","PIX ENVIADO   LEAD RESTAURANTE E CAFE L","PAID","Restaurante / Ifood","Banco Santander","Não","","","17/03/2026 11:17","17/03/2026 11:17"
"16/03/2026","INCOME","R$ 400,00","PIX RECEBIDO   CAMILLA RODRIGUES MATOS","PAID","Váriável (Consultório / Laudos )","Banco Santander","Não","","","17/03/2026 11:17","17/03/2026 11:17"
"16/03/2026","EXPENSE","R$ 97,00","PIX ENVIADO   KIWIFY PAGAMENTOS TECNOLO","PAID","Assinaturas m","Banco Santander","Não","","","17/03/2026 11:17","17/03/2026 11:17"
"15/03/2026","EXPENSE","R$ 104,02","PIX ENVIADO   IFOOD COM AGENCIA DE REST","PAID","Restaurante / Ifood","Banco Santander","Não","","","17/03/2026 11:17","17/03/2026 11:17"
"14/03/2026","INCOME","R$ 194,00","PIX RECEBIDO   THAISSA CRISTINA FARIA MA","PAID","Váriável (Consultório / Laudos )","Banco Santander","Não","","","17/03/2026 11:17","17/03/2026 11:17"
"13/03/2026","INCOME","R$ 825,00","PIX RECEBIDO   QUALITATIVA","PAID","Váriável (Consultório / Laudos )","Banco Santander","Não","","","17/03/2026 11:17","17/03/2026 11:17"
"12/03/2026","EXPENSE","R$ 309,24","PIX QRS DUX COMPANY12/03","PAID","Alimentação","CC - ITAU","Não","","","12/03/2026 09:42","12/03/2026 09:42"
"12/03/2026","INCOME","R$ 1.250,00","DEP CHEQUE APP N. 168974","PAID","Receitas Geral","CC - ITAU","Não","","","12/03/2026 09:42","12/03/2026 09:42"
"12/03/2026","INCOME","R$ 300,00","PIX RECEBIDO   OTAVIO AUGUSTO CAPUCHO AL","PAID","Váriável (Consultório / Laudos )","Banco Santander","Não","","","17/03/2026 11:17","17/03/2026 11:17"
"11/03/2026","EXPENSE","R$ 200,00","PIX ENVIADO   Francine Vacite Teixeira","PAID","","Banco Santander","Não","","","12/03/2026 09:40","12/03/2026 09:40"
"11/03/2026","EXPENSE","R$ 850,00","PIX TRANSF FRANCIN11/03","PAID","","CC - ITAU","Não","","","12/03/2026 09:42","12/03/2026 09:42"
"11/03/2026","EXPENSE","R$ 1.440,00","PIX TRANSF NEXTGEN11/03","PAID","","CC - ITAU","Não","","","12/03/2026 09:42","12/03/2026 09:42"
"11/03/2026","EXPENSE","R$ 180,00","PIX TRANSF MAYARA 11/03","PAID","","CC - ITAU","Não","","","12/03/2026 09:42","12/03/2026 09:42"
"10/03/2026","EXPENSE","R$ 82,75","TARIFA MENSALIDADE PACOTE SERVICOS   FEVEREIRO / 2026","PAID","Juros/ IOF / Tarifas","Banco Santander","Não","","","10/03/2026 11:23","10/03/2026 11:23"
"10/03/2026","EXPENSE","R$ 1.685,00","PIX TRANSF FABIANA10/03","PAID","Alimentação","CC - ITAU","Não","","","12/03/2026 09:42","19/03/2026 15:55"
"10/03/2026","EXPENSE","R$ 50,00","PIX ENVIADO   Fabiana da Conceicao Alve","PAID","Alimentação","Banco Santander","Não","","","17/03/2026 11:17","19/03/2026 15:55"
"09/03/2026","INCOME","R$ 350,00","PIX RECEBIDO   GUILDA DE RIO DAS OSTRAS","PAID","Váriável (Consultório / Laudos )","Banco Santander","Não","","","10/03/2026 11:23","10/03/2026 11:23"
"07/03/2026","EXPENSE","R$ 92,69","PIX ENVIADO   Pagar Me Instituicao De P","PAID","Alimentação","Banco Santander","Não","","","10/03/2026 11:23","10/03/2026 11:23"
"06/03/2026","INCOME","R$ 1.250,00","DEP CHEQUE APP N. 168747","PAID","Váriável (Consultório / Laudos )","CC - ITAU","Não","","","10/03/2026 12:07","10/03/2026 12:07"
"05/03/2026","EXPENSE","R$ 14,00","PIX ENVIADO   Marcia Julia da Costa Del","PAID","Restaurante / Ifood","Banco Santander","Não","","","10/03/2026 11:23","10/03/2026 11:23"
"05/03/2026","EXPENSE","R$ 3.557,74","PAGAMENTO DE BOLETO OUTROS BANCOS   LOCALIZA FLEET S.A.","PAID","Assinatura / Financiamento","Banco Santander","Não","","","10/03/2026 11:23","10/03/2026 11:23"
"05/03/2026","EXPENSE","R$ 50,00","Transferência enviada|JOSE IZAIAS GALDINO","PAID","Alimentação","CC - NUBANK - PJ","Não","","","10/03/2026 12:11","19/03/2026 15:56"
"05/03/2026","EXPENSE","R$ 3.631,58","fatura cartão","PAID","Outros","CARTÃO - BRADESCO","Não","","","12/03/2026 10:44","12/03/2026 10:44"
"04/03/2026","INCOME","R$ 600,00","PIX RECEBIDO   JORGE AFFONSO BARROS DE M","PAID","Váriável (Consultório / Laudos )","Banco Santander","Não","","","10/03/2026 11:23","10/03/2026 11:23"
"04/03/2026","INCOME","R$ 600,00","PIX RECEBIDO   CSA LOCACOES E TRANSPORTE","PAID","Váriável (Consultório / Laudos )","Banco Santander","Não","","","10/03/2026 11:23","10/03/2026 11:23"
"04/03/2026","EXPENSE","R$ 4.160,92","PAGAMENTO DE BOLETO OUTROS BANCOS   LISEL LAGE KNAACK DE SOUZ","PAID","Aluguel/Financiamento","Banco Santander","Não","","","10/03/2026 11:23","25/03/2026 21:16"
"04/03/2026","EXPENSE","R$ 605,12","PAGAMENTO DE BOLETO   LOCALIZA FLEET S A","PAID","Assinatura / Financiamento","Banco Santander","Não","","","10/03/2026 11:23","10/03/2026 11:23"
"04/03/2026","EXPENSE","R$ 6,50","Compra no débito|CONTAR NEGOCIACOES","PAID","Pedágio / Estacionamento","CC - NUBANK","Não","","","10/03/2026 12:09","19/03/2026 15:54"
"03/03/2026","INCOME","R$ 1.300,00","PIX RECEBIDO   RAISA DE ARAUJO GODOI","PAID","Plantão Extra","Banco Santander","Não","","","10/03/2026 11:23","10/03/2026 11:23"
"03/03/2026","EXPENSE","R$ 2.335,50","PIX ENVIADO   Igor Du Vernay Alves Fari","PAID","Academia","Banco Santander","Não","","","10/03/2026 11:23","25/03/2026 21:15"
"03/03/2026","EXPENSE","R$ 5.415,00","PERS BLACK  3629-9254","PAID","","CC - ITAU","Não","","","10/03/2026 12:07","10/03/2026 12:07"
"02/03/2026","INCOME","R$ 3.825,00","PIX RECEBIDO   Bruna Garcia Vieira Cabra","PAID","Plantão Extra","Banco Santander","Não","","","10/03/2026 11:23","10/03/2026 11:23"
"02/03/2026","EXPENSE","R$ 14,99","Compra no débito|MIKRO MARKET","PAID","Alimentação","CC - NUBANK","Não","","","10/03/2026 12:09","10/03/2026 12:09"
"02/03/2026","EXPENSE","R$ 531,56","Transferência enviada|SUPERMERCADOS MUNDIAL LTDA","PAID","Alimentação","CC - NUBANK - PJ","Não","","","10/03/2026 12:11","10/03/2026 12:11"
"02/03/2026","EXPENSE","R$ 600,00","Transferência enviada|Lucineia da Silva Bispo","PAID","Psciologo / Nutri / Fisio (Terapias)","CC - NUBANK - PJ","Não","","","10/03/2026 12:11","25/03/2026 21:14"
"02/03/2026","EXPENSE","R$ 1.000,00","Transferência enviada|ANA BEATRIZ TEIXEIRA DE SOUZA","PAID","","CC - NUBANK - PJ","Não","","","10/03/2026 12:11","10/03/2026 12:11"
"01/03/2026","EXPENSE","R$ 8,95","Compra no débito|CONCESSIONARIA VIARIO","PAID","Pedágio / Estacionamento","CC - NUBANK","Não","","","10/03/2026 12:09","10/03/2026 12:09"
"28/02/2026","INCOME","R$ 1.100,00","PIX RECEBIDO   DANIELLE FERREIRA DIAS","PAID","Plantão Extra","Banco Santander","Não","","","10/03/2026 11:23","10/03/2026 11:23"
"28/02/2026","EXPENSE","R$ 8,95","Compra no débito - CONCESSIONARIA VIARIO","PAID","Pedágio / Estacionamento","CC - NUBANK","Não","","","12/03/2026 11:33","12/03/2026 11:33"
"28/02/2026","EXPENSE","R$ 12,12","Compra no débito - BOX ATACAREJO","PAID","Alimentação","CC - NUBANK","Não","","","12/03/2026 11:33","12/03/2026 11:33"
"27/02/2026","EXPENSE","R$ 111,81","ITAU SEG PROT AP   12/12","PAID","Seguros","CC - ITAU","Não","","","10/03/2026 12:07","10/03/2026 12:07"
"27/02/2026","EXPENSE","R$ 284,53","Transferência enviada|POSTO DE COMBUSTIVEIS AMEGAS LTDA","PAID","Combustível","CC - NUBANK - PJ","Não","","","10/03/2026 12:12","10/03/2026 12:12"
"27/02/2026","EXPENSE","R$ 400,00","Transferência enviada|Bruna Leticia Sousa Martins","PAID","Alimentação","CC - NUBANK - PJ","Não","","","10/03/2026 12:12","25/03/2026 21:12"
"27/02/2026","EXPENSE","R$ 790,00","Transferência enviada|37 971 669 JOYCE CHAVES BENTO MACIEL","PAID","Lazer Geral","CC - NUBANK - PJ","Não","","","10/03/2026 12:12","25/03/2026 21:13"
"27/02/2026","EXPENSE","R$ 8,95","Compra no débito - CONCESSIONARIA VIARIO","PAID","Pedágio / Estacionamento","CC - NUBANK","Não","","","12/03/2026 11:33","12/03/2026 11:33"
"26/02/2026","INCOME","R$ 1.250,00","DEP CHEQUE APP N. 168491","PAID","Váriável (Consultório / Laudos )","CC - ITAU","Não","","","10/03/2026 12:07","10/03/2026 12:07"
"26/02/2026","EXPENSE","R$ 8,95","Compra no débito - CONCESSIONARIA VIARIO","PAID","Pedágio / Estacionamento","CC - NUBANK","Não","","","12/03/2026 11:33","12/03/2026 11:33"
"26/02/2026","EXPENSE","R$ 7,99","Compra no débito - RLRSoares","PAID","Pedágio / Estacionamento","CC - NUBANK","Não","","","12/03/2026 11:33","12/03/2026 11:33"
"26/02/2026","EXPENSE","R$ 23,00","Compra no débito - LeonardoMoura","PAID","Pedágio / Estacionamento","CC - NUBANK","Não","","","12/03/2026 11:33","12/03/2026 11:33"
"25/02/2026","INCOME","R$ 1.250,00","PIX RECEBIDO   Tamara Silva Dos Santos","PAID","Plantão Extra","Banco Santander","Não","","","10/03/2026 11:23","10/03/2026 11:23"
"25/02/2026","EXPENSE","R$ 1.945,00","Transferência enviada|Talita Militao Tavares","PAID","Aluguel Consultório","CC - NUBANK - PJ","Não","","","10/03/2026 12:12","25/03/2026 21:08"
"25/02/2026","EXPENSE","R$ 5.189,20","Transferência enviada|Odaleia Aparecida Pereira Paiva","PAID","Outros","CC - NUBANK - PJ","Não","","","10/03/2026 12:12","25/03/2026 21:08"
"25/02/2026","INCOME","R$ 10.793,00","Transferência Recebida","PAID","Hospitais - Plantão (Fixo)","CC - NUBANK - PJ","Não","","","10/03/2026 12:12","10/03/2026 12:12"
"24/02/2026","EXPENSE","R$ 8,95","Compra no débito - VIARIO FPAY","PAID","Pedágio / Estacionamento","CC - NUBANK","Não","","","12/03/2026 11:33","12/03/2026 11:33"
"24/02/2026","EXPENSE","R$ 19,90","Compra no débito - AmazonPrimeBR AMZN Pri","PAID","Assinaturas m","CC - NUBANK","Não","","","12/03/2026 11:33","12/03/2026 11:33"
"24/02/2026","EXPENSE","R$ 59,90","Compra no débito - NETFLIX ENTRETENIMENTO","PAID","Assinaturas m","CC - NUBANK","Não","","","12/03/2026 11:33","12/03/2026 11:33"
"24/02/2026","EXPENSE","R$ 28,00","Compra no débito - 8585 PARTICIPACOES","PAID","Alimentação","CC - NUBANK","Não","","","12/03/2026 11:33","12/03/2026 11:33"
"24/02/2026","EXPENSE","R$ 66,90","Compra no débito - Disney Plus","PAID","Assinaturas m","CC - NUBANK","Não","","","12/03/2026 11:33","12/03/2026 11:33"
"24/02/2026","EXPENSE","R$ 7,50","Compra no débito - CONTAR NEGOCIACOES","PAID","Outros","CC - NUBANK","Não","","","12/03/2026 11:33","12/03/2026 11:33"
"23/02/2026","EXPENSE","R$ 127,00","Transferência enviada|RENATO FERREIRA GARCIA","PAID","Lazer Geral","CC - NUBANK - PJ","Não","","","23/02/2026 20:07","25/03/2026 21:09"
"23/02/2026","EXPENSE","R$ 792,00","Transferência enviada|RENATO FERREIRA GARCIA","PAID","Lazer Geral","CC - NUBANK - PJ","Não","","","23/02/2026 20:07","25/03/2026 21:09"
"23/02/2026","EXPENSE","R$ 1.900,00","Transferência enviada|RENTAV COMERCIO DE ELETRONICOS LTDA.","PAID","Tecnologia / Diversas","CC - NUBANK - PJ","Não","","","23/02/2026 20:07","25/03/2026 21:10"
"23/02/2026","EXPENSE","R$ 1.200,00","Transferência enviada|Aloisio Mario Matias de Barros 03410825703","PAID","Academia","CC - NUBANK - PJ","Não","","","23/02/2026 20:07","23/02/2026 20:07"
"23/02/2026","EXPENSE","R$ 1.500,00","Transferência enviada|Fabiana da Conceicao Alves","PAID","Empregados / Faxineira","CC - NUBANK - PJ","Não","","","23/02/2026 20:07","25/03/2026 21:07"
"23/02/2026","EXPENSE","R$ 72,43","Transferência enviada|COMPANHIA DISTRIBUIDORA DE GAS DO RIO DE JANEIRO - CEG","PAID","Compras Moradia","CC - NUBANK - PJ","Não","MONTH","","23/02/2026 20:07","23/02/2026 20:07"
"23/02/2026","EXPENSE","R$ 2.000,00","Transferência enviada|Alexandrita Boutique Ltda","PAID","Roupa / Sapatos / Vestuário","CC - NUBANK - PJ","Não","MONTH","","23/02/2026 20:07","23/02/2026 20:07"
"23/02/2026","EXPENSE","R$ 243,18","Transferência enviada|LIGHT SERVICOS DE ELETRICIDADE S A","PAID","Contas","CC - NUBANK - PJ","Não","","","23/02/2026 20:07","23/02/2026 20:07"
"23/02/2026","EXPENSE","R$ 2.400,00","Transferência enviada|57.037.628 CARLOS EDUARDO WEST PASSOS","PAID","Marketing","CC - NUBANK - PJ","Não","","","23/02/2026 20:07","25/03/2026 21:11"
"23/02/2026","EXPENSE","R$ 184,79","Transferência enviada|Claro","PAID","Contas","CC - NUBANK - PJ","Não","MONTH","","23/02/2026 20:07","23/02/2026 20:07"
"23/02/2026","EXPENSE","R$ 282,26","Transferência enviada|TIM S A","PAID","Contas","CC - NUBANK - PJ","Não","MONTH","","23/02/2026 20:07","23/02/2026 20:07"
"23/02/2026","INCOME","R$ 11.200,00","Transferência Recebida","PAID","Receitas Geral","CC - NUBANK - PJ","Não","MONTH","","23/02/2026 20:07","23/02/2026 20:07"
"23/02/2026","EXPENSE","R$ 31,64","PIX TRANSF FABIANA23/02","PAID","Lazer Geral","CC - ITAU","Não","","","23/02/2026 20:08","25/03/2026 21:05"
"13/02/2026","INCOME","R$ 685,00","PIX RECEBIDO   QUALITATIVA FARMACIA DE M","PAID","Váriável (Consultório / Laudos )","Banco Santander","Não","MONTH","","13/02/2026 15:28","13/02/2026 15:28"
"13/02/2026","EXPENSE","R$ 82,75","TARIFA MENSALIDADE PACOTE SERVICOS   JANEIRO / 2026","PAID","IOF / Tarifas","Banco Santander","Não","MONTH","","13/02/2026 15:28","13/02/2026 15:28"
"13/02/2026","INCOME","R$ 100,00","PIX RECEBIDO   Raynara da Conceicao Ferr","PAID","Váriável (Consultório / Laudos )","Banco Santander","Não","MONTH","","13/02/2026 15:28","13/02/2026 15:28"
"12/02/2026","EXPENSE","R$ 31,00","PIX TRANSF CLAUDIO12/02","PAID","Alimentação","CC - ITAU","Não","MONTH","","12/02/2026 15:51","12/02/2026 15:51"
"12/02/2026","EXPENSE","R$ 16,00","PIX TRANSF FABIANA12/02","PAID","Alimentação","CC - ITAU","Não","MONTH","","12/02/2026 15:51","12/02/2026 15:51"
"12/02/2026","INCOME","R$ 0,02","REND PAGO APLIC AUT APR","PENDING","Váriável (Consultório / Laudos )","CC - ITAU","Não","","","12/02/2026 15:51","25/03/2026 21:03"
"12/02/2026","EXPENSE","R$ 419,66","PROTECAO VIAGEM","PENDING","Seguros","CC - ITAU","Não","MONTH","","13/02/2026 15:32","13/02/2026 15:32"
"11/02/2026","INCOME","R$ 1.250,00","DEP CHEQUE APP N. 167987","PAID","Hospitais - Plantão (Fixo)","CC - ITAU","Não","MONTH","","12/02/2026 15:51","12/02/2026 15:51"
"11/02/2026","INCOME","R$ 1.250,00","DEP CHEQUE APP N. 168206","PAID","Hospitais - Plantão (Fixo)","CC - ITAU","Não","MONTH","","12/02/2026 15:51","12/02/2026 15:51"
"11/02/2026","EXPENSE","R$ 316,35","PAG BOLETO A B PAVEZI PROCESSAMENTO DE","PAID","Contas - Consultório","CC - ITAU","Não","","","12/02/2026 15:51","25/03/2026 21:10"
"11/02/2026","EXPENSE","R$ 34,06","PIX QRS HNT COMERCI11/02","PAID","Lazer Geral","CC - ITAU","Não","","","12/02/2026 15:51","25/03/2026 21:05"
"11/02/2026","EXPENSE","R$ 16,00","Compra no débito - PARK PLACE ADMINISTR","PAID","Pedágio / Estacionamento","CC - NUBANK","Não","","","12/03/2026 11:33","12/03/2026 11:33"
"10/02/2026","EXPENSE","R$ 8,95","Compra no débito|CONCESSIONARIA VIARIO","PAID","Pedágio / Estacionamento","CC - NUBANK","Não","","","10/02/2026 14:30","10/02/2026 14:30"
